x,VALVE_TYPE,VALVE_TYPE2,FACILITYID,LEGACYID,NODE_NO,VALVE_SIZE,MATERIAL,INVERT,STATUS,PROJECT_NO,YR,OWNER,LOCATION,COMMENTS,GIS_ENTRY_STAGE,WARRANTYDATE,YTD_COST,LIFECYCLE_COST,CONDITION,CONDITIONDATE,FLOW_WEIR,LAST_INSP_DATE,INSTALL_DATE,MAKE,MODEL,MANUFACTURER,VENDOR,I_I_SOURCE,I_I_QUANTITY,CONDITION_NOTATION,CRE_DATE,MOD_DATE,ENABLED,Latitude,Longitude
430,3,Gate,1000847347,,,450,Ductile Iron,15.25,In Service,4799-3030-00,2005,Surrey,,,Final AB,,,,,,,,,,,,,,,,20080325,20080325,1,49.147619,-122.812378
431,3,Gate,1000862112,,1899309852,400,Ductile Iron,,In Service,4708-3090-00,2008,Surrey,,(Closed) In 2400 Valve Chamber,Final AB,,,,,,,,,,,,,,,,20081103,20160708,1,49.180996,-122.696065
432,3,Gate,1001811172,,1207110958,200,Cast Iron,,In Service,SFPR Seg. 6,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20150303,20150303,1,49.201348,-122.887102
433,3,Gate,1001793592,,1316211630,75,Cast Iron,0.95,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141030,20160708,1,49.213484,-122.856939
434,3,Gate,1001152632,,1442503511,450,Ductile Iron,,In Service,4703-5050-00,2009,Surrey,,,Final AB,,,,,,,,,,,,,,,,20100315,20160708,1,49.06651,-122.822574
435,3,Gate,1002130594,,1466711649,200,Steel,,In Service,WF-1343,2016,Metro Vancouver,,,Final AB,,,,,,,,,,,,,,,,20180913,20180913,1,49.213762,-122.815348
436,3,Gate,1000141237,22459,1168910652,250,PVC Plastic,,In Service,4857-002,1999,Surrey,,,Final AB,,,,,,,,,,,,,,,,20020104,,1,49.195827,-122.897643
437,0,Ball,1000141195,27837,1230411287,75,Ductile Iron,0.55,Abandoned,4515,1977,Surrey,,LINE BW-E,Final AB,,,,,,,,,,,,,,,,20051114,20190410,0,49.207291,-122.880644
438,0,Ball,1001184220,,1196810221,150,Ductile Iron,,In Service,4707-6100-00,2010,Surrey,,,Final AB,,,,,,,,,,,,,,,,20101208,20110214,1,49.18803,-122.889951
439,3,Gate,1000141114,24677,1185510689,300,Ductile Iron,0.44,Abandoned,4798-503,1999,Surrey,,,Final AB,,,,,,,,,,,,,,,,20040213,20160708,0,49.196485,-122.893058
440,8,LPS Lateral Gate,1001793565,,1290511631,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141030,20160708,1,49.213503,-122.864015
441,3,Gate,1002135164,,1598802862,300,,,In Service,4706-4530-00,2018,Surrey,Wills Brook P.S.,With 2 - 600 X 300 Reducers,Final AB,,,,,,,,,,,,,,,,20181012,20181012,1,49.054698,-122.779565
442,3,Gate,1001793584,,1308011630,150,Cast Iron,,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141030,20160708,1,49.213488,-122.859186
443,3,Gate,1001160820,,1253311414,150,Cast Iron,,Abandoned,F/T,1998,Surrey,,,Final AB,,,,,,,,,,,,,,,,20100518,20190410,0,49.209592,-122.874315
444,3,Gate,1001200892,,1237710718,125,Steel,,In Service,7806-0035-00,2010,Surrey,,,Final AB,,,,,,,,,,,,,,,,20110614,20170412,1,49.196999,-122.878655
445,3,Gate,1000141309,26533,1506806396,200,Clay Tile,9.41,In Service,4703-5070-00,2005,Surrey,,,Final AB,,,,,,,,,,,,,,,,20050421,,1,49.118698,-122.804664
446,2,Expansion Joint,1001792811,,1227311446,150,Polyethylene,,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141029,20150313,1,49.210187,-122.881503
447,8,LPS Lateral Gate,1001793321,,1264011629,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141030,20160708,1,49.213488,-122.871353
448,0,Ball,1000141355,28115,1253311607,75,Ductile Iron,0.75,Abandoned,4515,1977,Surrey,,LINE BW-B,Final AB,,,,,,,,,,,,,,,,20051123,20160708,1,49.213086,-122.874286
449,3,Gate,1001416777,,1297811505,75,Ductile Iron,,In Service,,,Surrey,,,Final AB,,,,,,,,,,,,,,,,20120628,20120628,1,49.211219,-122.862021
450,3,Gate,1001795830,,1308511511,150,Cast Iron,1.72,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141104,20141104,1,49.211323,-122.859046
451,3,Gate,1001810371,,1175310743,250,Cast Iron,,In Service,SFPR Seg. 6,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20150228,20150228,1,49.19748,-122.895875
452,3,Gate,1001150926,,1336511425,200,Ductile Iron,4.56,In Service,4708-3020-00,2010,Surrey,,,Final AB,,,,,,,,,,,,,,,,20100223,20101209,1,49.209773,-122.851334
453,3,Gate,1001435568,,1339205479,200,,,In Service,S-3077,2016,Metro Vancouver,,,Final AB,,,,,,,,,,,,,,,,20180817,20180817,1,49.102159,-122.850897
454,2,Expansion Joint,1000795258,,1918905138,250,Ductile Iron,4.42,In Service,4704-7540-01,2006,Surrey,,,Final AB,,,,,,,,,,,,,,,,20060803,20150415,1,49.095685,-122.691184
455,8,LPS Lateral Gate,1001792644,,1218611281,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141028,20160708,1,49.207189,-122.883892
456,2,Expansion Joint,1001792943,,1233911507,150,Polyethylene,,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141029,20141029,1,49.211278,-122.879663
457,8,LPS Lateral Gate,1002183344,,1283511585,38,,,In Service,4715-5070-00,2017,Surrey,,,Initial AB,,,,,,,,,,,,,,,,20190503,,1,49.212684,-122.865956
458,8,LPS Lateral Gate,1001794040,,1298211700,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141031,20160708,1,49.214754,-122.861883
459,2,Expansion Joint,1001793307,,1257611629,150,Polyethylene,,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141030,20141030,1,49.213474,-122.873112
460,0,Ball,1000141338,28012,1253511282,100,Ductile Iron,0.71,Abandoned,4515,1977,Surrey,,LINE BW-G,Final AB,,,,,,,,,,,,,,,,20051121,20190410,0,49.207208,-122.874256
461,0,Ball,1000829036,,1225110819,,,,In Service,C-4122,,,,,,,,,,,,,,,,,,,,,20070726,20160212,1,49.19883,-122.88212
462,3,Gate,1002159471,,1879002523,75,PVC Plastic,,In Service,7807-0395-00,2010,Surrey,,,Final AB,,,,,,,,,,,,,,,,20190306,20190306,1,49.048384,-122.702469
463,2,Expansion Joint,1001897295,,1288411585,50,,,In Service,4715-5070-00,2017,Surrey,,,Initial AB,,,,,,,,,,,,,,,,20190503,20190503,1,49.212674,-122.864608
464,3,Gate,1001699689,,1210111253,50,Cast Iron,,In Service,4711-9020-00,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20130827,20160708,1,49.206698,-122.886243
465,2,Expansion Joint,1001161120,,1838804499,500,,0.25,In Service,4707-2040-00,2009,Surrey,,,Final AB,,,,,,,,,,,,,,,,20100520,20101221,1,49.084165,-122.713323
466,3,Gate,1002127932,,1414205413,200,,,In Service,S-3077,2016,Metro Vancouver,,,Final AB,,,,,,,,,,,,,,,,20180815,20180815,1,49.100937,-122.830242
467,3,Gate,1001792589,,1216011232,75,Cast Iron,1.25,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141028,20160708,1,49.206311,-122.884606
468,8,LPS Lateral Gate,1001793396,,1279611631,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141030,20160708,1,49.213508,-122.867024
469,3,Gate,1001699691,,1211111262,50,Cast Iron,,In Service,4711-9020-00,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20130827,20160708,1,49.206855,-122.885985
470,3,Gate,1000848367,,,75,Ductile Iron,,In Service,7805-0233-00,2007,Surrey,,,Final AB,,,,,,,,,,,,,,,,20080417,20080417,1,49.141571,-122.777622
471,0,Ball,1001941238,,1668603131,50,,,In Service,7815-0005-00,2017,Surrey,,,Final AB,,,,,,,,,,,,,,,,20170724,20180206,1,49.059525,-122.760329
472,0,Ball,1001203504,,1169010179,150,Ductile Iron,,In Service,7896-0001-00,2004,Surrey,,,Final AB,,,,,,,,,,,,,,,,20110706,20151216,1,49.187262,-122.897633
473,3,Gate,1001136815,,1473203528,200,Ductile Iron,,In Service,7804-0010-00,,Surrey,,,Final AB,,,,,,,,,,,,,,,,20091030,20160708,1,49.066815,-122.81412
474,8,LPS Lateral Gate,1001795004,,1272511267,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141103,20160708,1,49.206936,-122.869001
475,2,Expansion Joint,1001794912,,1277611268,150,Polyethylene,0.45,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141103,20160706,1,49.206947,-122.867616
476,8,LPS Lateral Gate,1001793636,,1315211631,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141030,20160708,1,49.213493,-122.857212
477,3,Gate,1000141206,24604,1117409707,600,Ductile Iron,3.94,In Service,SF-2207,2000,Metro Vancouver,,,Final AB,,,,,,,,,,,,,,,,20040210,20140509,1,49.17872,-122.911898
478,3,Gate,1001200886,,1238410676,125,Steel,,In Service,7806-0035-00,2010,Surrey,,,Final AB,,,,,,,,,,,,,,,,20110614,20170406,1,49.196244,-122.878445
479,3,Gate,1001410471,,1258911278,150,,0.08,In Service,4706-4520-00,2012,Surrey,,,Final AB,,,,,,,,,,,,,,,,20120424,20160708,1,49.20713,-122.872758
480,3,Gate,1001811886,,1359111632,100,Cast Iron,,In Service,SFPR Seg. 7,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20150309,20150309,1,49.213499,-122.845066
481,3,Gate,1001897226,,1296311586,75,,,In Service,4715-5070-00,2017,Surrey,,,Initial AB,,,,,,,,,,,,,,,,20190503,20190503,1,49.212689,-122.862436
482,3,Gate,1001794937,,1272211268,150,Cast Iron,0.2,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141103,20160708,1,49.206944,-122.869107
483,3,Gate,1001435442,,1311005399,200,,,In Service,S-3077,2016,Surrey,,,Final AB,,,,,,,,,,,,,,,,20180816,20180816,1,49.100726,-122.858671
484,8,LPS Lateral Gate,1001793995,,1298311650,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141031,20160708,1,49.213847,-122.861867
485,3,Gate,1000141304,24769,1762706877,250,Ductile Iron,2.6,In Service,7898-0162-00,2001,Surrey,,,Final AB,,,,,,,,,,,,,,,,20040304,,1,49.127229,-122.734046
486,8,LPS Lateral Gate,1002183360,,1301711585,38,,,In Service,4715-5070-00,2017,Surrey,,,Initial AB,,,,,,,,,,,,,,,,20190503,,1,49.212678,-122.860936
487,3,Gate,1001435404,,1305805360,300,Cast Iron,,Proposed,S-3077,,Metro Vancouver,,,Final AB,,,,,,,,,,,,,,,,20121003,20180816,1,49.100023,-122.860107
488,3,Gate,1001897352,,1520707360,150,Ductile Iron,,In Service,4715-4280-00,2016,Surrey,,Rim 7.38 - For Pressure Monitor,Final AB,,,,,,,,,,,,,,,,20161118,20161118,1,49.136132,-122.800761
489,3,Gate,1002187960,,1919502072,200,,,In Service,4708-5080-00,2018,Surrey,,,Final AB,,,,,,,,,,,,,,,,20190520,20190520,1,49.040197,-122.691348
490,2,Expansion Joint,1001793366,,1278111630,150,Polyethylene,,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141030,20141030,1,49.2135,-122.867442
491,8,LPS Lateral Gate,1001793390,,1281411631,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141030,20160708,1,49.213508,-122.866534
492,2,Expansion Joint,1001897219,,1287911586,50,,,In Service,4715-5070-00,2017,Surrey,,,Initial AB,,,,,,,,,,,,,,,,20190502,20190502,1,49.212692,-122.864742
493,0,Ball,1000141377,28222,1252011424,150,Ductile Iron,0.4,Abandoned,4515,1977,Surrey,,LINE BW-E,Final AB,,,,,,,,,,,,,,,,20051129,20160708,0,49.209776,-122.874655
494,0,Ball,1000141297,27792,1289111580,75,Clay Tile,0.78,Abandoned,4515,1978,Surrey,,LINE BE-I,Final AB,,,,,,,,,,,,,,,,20051108,20190502,0,49.212581,-122.864412
495,3,Gate,1001699682,,1211811262,75,Cast Iron,,In Service,4711-9020-00,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20130827,20160708,1,49.206852,-122.885782
496,3,Gate,1001435464,,1318805440,200,,,In Service,S-3077,2016,Metro Vancouver,,,Final AB,,,,,,,,,,,,,,,,20121004,20180816,1,49.101462,-122.856543
497,3,Gate,1001147455,,1472003526,100,Cast Iron,,Abandoned,F/T,2009,Surrey,,,Final AB,,,,,,,,,,,,,,,,20100122,20180105,0,49.066773,-122.814446
498,3,Gate,1000824133,,1715408031,50,Ductile Iron,,In Service,7800-0179-00,2007,Surrey,,,Final AB,,,,,,,,,,,,,,,,20070502,20070502,1,49.148161,-122.747001
499,3,Gate,1000141139,24743,1180310708,250,Ductile Iron,-0.3,Abandoned,4798-004-01,1999,Surrey,,,Final AB,,,,,,,,,,,,,,,,20040216,20160708,0,49.196844,-122.89449
500,3,Gate,1001433486,,1604100758,450,Ductile Iron,0.31,In Service,4706-4550-00,2012,Surrey,,,Final AB,,,,,,,,,,,,,,,,20120913,20130219,1,49.016623,-122.778291
501,3,Gate,1001795845,,1308311546,75,Cast Iron,,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141104,20141104,1,49.211971,-122.859106
502,3,Gate,1000141400,22597,1389503502,100,Ductile Iron,,Abandoned,S-810,1993,Surrey,,SEE S-102-049,Final AB,,,,,,,,,,,,,,,,20011017,20160708,1,49.066374,-122.837153
503,3,Gate,1002127881,,1393005428,250,,,In Service,S-3077,2016,Metro Vancouver,,,Final AB,,,,,,,,,,,,,,,,20180815,20180815,1,49.101231,-122.836088
504,3,Gate,1001122722,,1643205595,400,Ductile Iron,-3.45,In Service,7803-0334-00,2006,Surrey,,,Final AB,,,,,,,,,,,,,,,,20090528,20090528,1,49.104121,-122.767106
505,8,LPS Lateral Gate,1002183351,,1289411585,38,,,In Service,4715-5070-00,2017,Surrey,,,Initial AB,,,,,,,,,,,,,,,,20190503,,1,49.212682,-122.86433
506,0,Ball,1000141362,28148,1277611352,75,Ductile Iron,0.82,Abandoned,4515,1978,Surrey,,LINE BE-A,Final AB,,,,,,,,,,,,,,,,20051124,20190501,0,49.208459,-122.867604
507,3,Gate,1002194020,,1698602568,100,PVC Plastic,,In Service,7818-0260-00,2019,Surrey,,,Final AB,,,,,,,,,,,,,,,,20190624,20190624,1,49.049317,-122.75212
508,0,Ball,1000141223,27604,1241111045,150,Ductile Iron,0.81,In Service,S-757,1995,Surrey,,LINE BSW-K,Final AB,,,,,,,,,,,,,,,,20051101,,1,49.202913,-122.877683
509,8,LPS Lateral Gate,1002183448,,1285711546,38,,,In Service,4715-5070-00,2017,Surrey,,,Initial AB,,,,,,,,,,,,,,,,20190503,20190503,1,49.211967,-122.865355
510,3,Gate,1000834839,,1760306400,300,Ductile Iron,12,In Service,7804-0318-00,2006,Surrey,,,Final AB,20080304,,,,,,,,,,,,,,,20071016,20071016,1,49.118634,-122.734777
511,3,Gate,1001148611,,1471803527,200,Cast Iron,,Abandoned,7800-0232-00,2004,Surrey,,CHECK VALVE,Final AB,,,,,,,,,,,,,,,,20100201,20180105,0,49.066787,-122.814506
512,3,Gate,1000837429,,1600701556,450,Ductile Iron,,In Service,4797-5020-00,2000,Surrey,16th Ave & 160th St,VALVE CHAMBER - 4 OF 4 VALVES,Final AB,,,,,,,,,,,,,,,,20071116,20150710,1,49.031057,-122.779148
513,3,Gate,1002187949,,1919902073,200,,37.04,In Service,4708-5080-00,2018,Surrey,,,Final AB,,,,,,,,,,,,,,,,20190520,20190520,1,49.040207,-122.691248
514,3,Gate,1000852342,,1308311388,200,Ductile Iron,3.49,In Service,4703-1010-01,2005,Surrey,,,Final AB,,,,,,,,,,,,,,,,20080611,20080611,1,49.209107,-122.859127
515,3,Gate,1001972544,,1252111421,150,Ductile Iron,,In Service,4706-4520-00,2012,Surrey,,,,,,,,,,,,,,,,,,,20171222,20171222,1,49.209724,-122.874639
516,8,LPS Lateral Gate,1001793642,,1316011631,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141030,20160708,1,49.213492,-122.856978
517,3,Gate,1001699683,,1211711262,50,Cast Iron,,In Service,4711-9020-00,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20130827,20160708,1,49.206847,-122.885799
518,3,Gate,1001410879,,1251811422,200,,,In Service,4706-4520-00,2012,Surrey,,,Final AB,,,,,,,,,,,,,,,,20120426,20171222,1,49.209735,-122.874722
519,3,Gate,1001897199,,1253811427,200,,,Proposed,4714-5340-00,,Surrey,,,EC,,,,,,,,,,,,,,,,20161117,20190410,0,49.209835,-122.87416
520,3,Gate,1001200882,,1238310582,75,Steel,,In Service,7806-0035-00,2010,Surrey,,,Final AB,,,,,,,,,,,,,,,,20110614,20111223,1,49.194549,-122.878476
521,8,LPS Lateral Gate,1002183878,,1282511253,38,,,In Service,4715-5070-00,2017,Surrey,,,Initial AB,,,,,,,,,,,,,,,,20190506,,1,49.206669,-122.866243
522,3,Gate,1001408875,,1226411428,150,,0,In Service,4706-4520-00,2012,Surrey,,Normally Closed,Final AB,,,,,,,,,,,,,,,,20120419,20160708,1,49.209859,-122.881731
523,3,Gate,1000141243,22430,1135910275,250,PVC Plastic,2.61,In Service,4797-503,1997,Surrey,,,Final AB,,,,,,,,,,,,,,,,20020103,,1,49.189005,-122.906761
524,3,Gate,1000141161,24663,1191910786,250,Ductile Iron,1.06,Abandoned,4798-503,1999,Surrey,,,Final AB,,,,,,,,,,,,,,,,20040213,20160708,0,49.198237,-122.89129
525,3,Gate,1000141131,24716,1199611014,200,Ductile Iron,1.11,In Service,4798-004-00,2001,Surrey,,,Final AB,,,,,,,,,,,,,,,,20040216,,1,49.202371,-122.889161
526,0,Ball,1002168580,,1240911024,50,,,Abandoned,,,Surrey,,As per ops,Final AB,,,,,,,,,,,,,,,,20190415,20190415,0,49.202542,-122.877762
527,3,Gate,1001793291,,1255711627,150,Cast Iron,,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141029,20160708,1,49.213452,-122.873647
528,3,Gate,1001411466,,1297711505,75,Ductile Iron,1.6,In Service,4708-3130-00,2008,Surrey,,,Final AB,,,,,,,,,,,,,,,,20120503,20120628,1,49.211219,-122.862043
529,3,Gate,1001435405,,1305905360,300,Cast Iron,,Proposed,S-3077,,Metro Vancouver,,,Final AB,,,,,,,,,,,,,,,,20121003,20180816,1,49.10002,-122.860099
530,0,Ball,1002188115,,1919902067,200,,,In Service,4708-5080-00,2018,Surrey,,In Valve Chamber W/ Actuator,Final AB,,,,,,,,,,,,,,,,20190521,20190521,1,49.040105,-122.691247
531,3,Gate,1001972115,,1254911197,75,Ductile Iron,2.38,In Service,4716-5110-00,2017,Surrey,,,Final AB,,,,,,,,,,,,,,,,20171219,20171219,1,49.20566,-122.873889
532,3,Gate,1001211644,,1675207679,75,Ductile Iron,1.7,In Service,7805-0393-00,2012,Surrey,,,Final AB,,,,,,,,,,,,,,,,20130118,20130118,1,49.141815,-122.758118
533,3,Gate,1000141310,22227,1681008847,100,Ductile Iron,11.91,In Service,7800-0172-00,2000,Surrey,,CHECK VALVE ON LOW PRESSURE SEWER,Final AB,,,,,,,,,,,,,,,,20011204,,1,49.162944,-122.756407
534,2,Expansion Joint,1001897223,,1295711586,75,,,In Service,4715-5070-00,2017,Surrey,,,Initial AB,,,,,,,,,,,,,,,,20190503,20190503,1,49.212689,-122.862587
535,3,Gate,1001810393,,1179610628,250,Cast Iron,-0.98,In Service,SFPR Seg. 6,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20150302,20150302,1,49.195394,-122.894704
536,3,Gate,1001195964,,1694407836,100,Steel,,In Service,7806-0317-00,2010,Surrey,,,Final AB,,,,,,,,,,,,,,,,20110420,20151201,1,49.144651,-122.752794
537,3,Gate,1000141163,25235,1264711235,75,Clay Tile,99.99,Abandoned,,,Surrey,,AS PER OPERATIONS  -  LINE BW-G,,,,,,,,,,,,,,,,,20040528,20160708,0,49.206342,-122.871157
538,3,Gate,1001160925,,1901903972,500,Ductile Iron,31.1,In Service,4707-2040-00,2009,Surrey,,,Final AB,,,,,,,,,,,,,,,,20100519,20181129,1,49.074594,-122.695991
539,3,Gate,1001408945,,1237911428,100,,,In Service,4706-4520-00,2012,Surrey,,,Final AB,,,,,,,,,,,,,,,,20120419,20160708,1,49.209845,-122.878566
540,3,Gate,1001410759,,1265811268,150,,,In Service,4706-4520-00,2012,Surrey,,,Final AB,,,,,,,,,,,,,,,,20120425,20160708,1,49.206949,-122.870869
541,3,Gate,1001130236,,1542411535,200,Ductile Iron,,In Service,S-3038,2005,Surrey,Port Mann Landfill,,Final AB,,,,,,,,,,,,,,,,20090813,20090813,1,49.21166,-122.794446
542,3,Gate,1001972547,,1251911422,150,Ductile Iron,,In Service,4715-5380-00,2017,Surrey,Liverpool P.S.,Valve Actuator Chamber,Final AB,,,,,,,,,,,,,,,,20171222,20171222,1,49.209742,-122.874707
543,0,Ball,1000141224,27606,1241711056,100,Ductile Iron,1.03,Abandoned,S-757,1995,Surrey,,LINE BSW-K,Final AB,,,,,,,,,,,,,,,,20051101,20180308,0,49.203113,-122.877532
544,8,LPS Lateral Gate,1001795066,,1271311267,50,Cast Iron,,In Service,4709-5070-00,2014,Private,,,Final AB,,,,,,,,,,,,,,,,20141103,20160708,1,49.206935,-122.869336
545,3,Gate,1001780538,,1877802474,75,Ductile Iron,41.76,In Service,7810-0301-00,2014,Surrey,,,Initial AB,,,,,,,,,,,,,,,,20140911,20140911,1,49.047501,-122.702793
546,3,Gate,1001157901,,1728510427,300,Steel,,In Service,SF-1784,2010,Surrey,,,Final AB,,,,,,,,,,,,,,,,20100429,20130830,1,49.191511,-122.743166
547,3,Gate,1001810789,,1190310667,250,Cast Iron,0.52,In Service,SFPR Seg. 6,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20150302,20150302,1,49.196102,-122.891747
548,3,Gate,1000141238,22462,1167610635,250,PVC Plastic,,In Service,4857-002,1999,Surrey,,,Final AB,,,,,,,,,,,,,,,,20020104,,1,49.195512,-122.898013
549,0,Ball,1000141317,27901,1233211494,63,Ductile Iron,1.11,Abandoned,4515,1977,Surrey,,LINE BW-C,Final AB,,,,,,,,,,,,,,,,20051115,20160708,1,49.21105,-122.879862
550,3,Gate,1000141389,26896,1544306807,200,Polyethylene,,In Service,4700-5000-00,2005,Surrey,,CHECK VALVE,Final AB,,,,,,,,,,,,,,,,20050610,,1,49.126109,-122.79429
551,3,Gate,1001884237,,1429107887,100,Cast Iron,,In Service,4713-4060-00,2016,Surrey,,,Initial AB,,,,,,,,,,,,,,,,20170504,20170504,1,49.145705,-122.825973
552,2,Expansion Joint,1001794140,,1266711217,75,Polyethylene,,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141031,20141031,1,49.206034,-122.870606
553,8,LPS Lateral Gate,1002183897,,1602800788,50,,,In Service,7815-0450-00,2018,Surrey,,,Final AB,,,,,,,,,,,,,,,,20190506,,1,49.017159,-122.778624
554,2,Expansion Joint,1001897289,,1288111545,50,,,In Service,4715-5070-00,2017,Surrey,,,Initial AB,,,,,,,,,,,,,,,,20190503,20190503,1,49.211957,-122.864693
555,3,Gate,1001699739,,1220011306,75,Cast Iron,,In Service,4711-9020-00,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20130827,20160708,1,49.207655,-122.883504
556,3,Gate,1000141262,22866,1442703520,200,Ductile Iron,,In Service,4796-5010-00,2001,Surrey,,,Final AB,,,,,,,,,,,,,,,,20020605,20160708,1,49.066684,-122.822505
557,3,Gate,1000141254,26175,1639709290,100,Clay Tile,30.93,In Service,7800-0161-00,2004,Surrey,,CHECK VALVE,Final AB,,,,,,,,,,,,,,,,20050222,,1,49.170968,-122.767778
558,3,Gate,1001780642,,1878802972,150,Ductile Iron,42.07,In Service,7810-0301-00,2014,Surrey,,,Initial AB,,,,,,,,,,,,,,,,20140912,20140912,1,49.056521,-122.70248
559,8,LPS Lateral Gate,1001699688,,1209811251,50,Cast Iron,,In Service,4711-9020-00,2013,Surrey,,,,,,,,,,,,,,,,,,,20130827,20160708,1,49.206652,-122.886325
560,0,Ball,1000141278,27710,1289511548,150,Ductile Iron,0.81,Abandoned,7899-0159-00,2002,Surrey,,LINE BE-G,Final AB,,,,,,,,,,,,,,,,20051105,20190503,0,49.212005,-122.864299
561,0,Ball,1001140642,,1230011432,100,PVC Plastic,,Abandoned,F/T,2009,Surrey,,,Initial AB,,,,,,,,,,,,,,,,20091118,20160708,0,49.209928,-122.880751
562,2,Expansion Joint,1001794953,,1271611268,150,Polyethylene,,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141103,,1,49.206944,-122.869255
563,3,Gate,1001991196,,1397508087,200,Ductile Iron,16.23,In Service,4715-4040-00,2017,Surrey,,Valve on Surcharged Main,Final AB,,,,,,,,,,,,,,,,20180319,20180319,1,49.149335,-122.83467
564,3,Gate,1000141403,25944,1542405611,100,Ductile Iron,,In Service,7899-0102-00,2004,Surrey,,,Final AB,,,,,,,,,,,,,,,,20041105,,1,49.104477,-122.794895
565,2,Expansion Joint,1001699748,,1213311373,75,,,In Service,4711-9020-00,2013,Surrey,,EBAA EX-TEND 200,Final AB,,,,,,,,,,,,,,,,20130827,20130827,1,49.208871,-122.885353
566,3,Gate,1002201581,,1869902774,100,PVC Plastic,,Proposed,7816-0068-00,,Surrey,,,EC,,,,,,,,,,,,,,,,20190808,20190816,1,49.05293,-122.704937
567,3,Gate,1001810832,,1204710959,250,Cast Iron,-0.36,In Service,SFPR Seg. 6,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20150303,20150303,1,49.201373,-122.887739
568,3,Gate,1001811169,,1207210956,200,Cast Iron,,In Service,SFPR Seg. 6,2013,Surrey,,,Final AB,,,,,,,,,,,,,,,,20150303,20150303,1,49.201322,-122.887049
569,3,Gate,1001794936,,1272411268,150,Cast Iron,0.2,In Service,4709-5070-00,2014,Surrey,,,Final AB,,,,,,,,,,,,,,,,20141103,20160708,1,49.206944,-122.869054
570,3,Gate,1001195909,,1694707782,50,Steel,,In Service,7806-0317-00,2010,Surrey,,,Final AB,,,,,,,,,,,,,,,,20110420,20151201,1,49.14367,-122.752713
571,3,Gate,1002127918,,1407205429,200,,,In Service,S-3077,2016,Metro Vancouver,,,Final AB,,,,,,,,,,,,,,,,20180815,20180815,1,49.101228,-122.832179
572,3,Gate,1001410760,,1265811267,75,,,In Service,4706-4520-00,2012,Surrey,,,Final AB,,,,,,,,,,,,,,,,20120425,20160708,1,49.206925,-122.870869
573,0,Ball,1001143027,,1179210293,150,Steel,0.95,In Service,7806-0185-00,2009,Surrey,,,Final AB,,,,,,,,,,,,,,,,20091208,20091208,1,49.189331,-122.894818
